İL KAYIT NO,İLÇE KAYIT NO,BELDE/ KÖY KAYIT NO,MAHALLE KAYIT NO,İL ADI,İLÇE ADI,BELEDİYE ADI,MAHALLE ADI,MEDENİ DURUM,TOPLAM,ERKEK,KADIN,yıl,BELDE/KÖY ADI
6,1231,2431,1606,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,UMUT,BOŞANDI,432.0,167.0,265.0,2009,MERKEZ
6,1231,2431,1606,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,UMUT,EŞİ ÖLDÜ,435.0,62.0,373.0,2009,MERKEZ
6,1231,2431,1618,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAKUPABDAL,HİÇ EVLENMEDİ,908.0,625.0,283.0,2009,MERKEZ
6,1231,2431,1618,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAKUPABDAL,EVLİ,2723.0,1367.0,1356.0,2009,MERKEZ
6,1231,2431,1618,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAKUPABDAL,BOŞANDI,45.0,22.0,23.0,2009,MERKEZ
6,1231,2431,1618,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAKUPABDAL,EŞİ ÖLDÜ,137.0,,,2009,MERKEZ
6,1231,2431,1993,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAYLA,HİÇ EVLENMEDİ,37.0,,,2009,MERKEZ
6,1231,2431,1993,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAYLA,EVLİ,121.0,60.0,61.0,2009,MERKEZ
6,1231,2431,1993,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAYLA,BOŞANDI,,,,2009,MERKEZ
6,1231,2431,1993,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YAYLA,EŞİ ÖLDÜ,,,,2009,MERKEZ
6,1231,2431,1607,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YEŞİLKENT,HİÇ EVLENMEDİ,151.0,96.0,55.0,2009,MERKEZ
6,1231,2431,1607,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YEŞİLKENT,EVLİ,395.0,199.0,196.0,2009,MERKEZ
6,1231,2431,1607,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YEŞİLKENT,BOŞANDI,21.0,,,2009,MERKEZ
6,1231,2431,1607,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YEŞİLKENT,EŞİ ÖLDÜ,26.0,,,2009,MERKEZ
6,1231,2431,1608,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YILDIZEVLER,HİÇ EVLENMEDİ,2679.0,1396.0,1283.0,2009,MERKEZ
6,1231,2431,1608,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YILDIZEVLER,EVLİ,5397.0,2700.0,2697.0,2009,MERKEZ
6,1231,2431,1608,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YILDIZEVLER,BOŞANDI,645.0,201.0,444.0,2009,MERKEZ
6,1231,2431,1608,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YILDIZEVLER,EŞİ ÖLDÜ,553.0,63.0,490.0,2009,MERKEZ
6,1231,2431,1609,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI BAHÇELİEVLER,HİÇ EVLENMEDİ,5470.0,2775.0,2695.0,2009,MERKEZ
6,1231,2431,1609,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI BAHÇELİEVLER,EVLİ,7604.0,3776.0,3828.0,2009,MERKEZ
6,1231,2431,1609,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI BAHÇELİEVLER,BOŞANDI,926.0,272.0,654.0,2009,MERKEZ
6,1231,2431,1609,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI BAHÇELİEVLER,EŞİ ÖLDÜ,1230.0,112.0,1118.0,2009,MERKEZ
6,1231,2431,1610,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI DİKMEN,HİÇ EVLENMEDİ,2235.0,1259.0,976.0,2009,MERKEZ
6,1231,2431,1610,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI DİKMEN,EVLİ,4719.0,2346.0,2373.0,2009,MERKEZ
6,1231,2431,1610,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI DİKMEN,BOŞANDI,278.0,88.0,190.0,2009,MERKEZ
6,1231,2431,1610,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI DİKMEN,EŞİ ÖLDÜ,272.0,32.0,240.0,2009,MERKEZ
6,1231,2431,1611,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI ÖVEÇLER,HİÇ EVLENMEDİ,885.0,503.0,382.0,2009,MERKEZ
6,1231,2431,1611,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI ÖVEÇLER,EVLİ,2051.0,1034.0,1017.0,2009,MERKEZ
6,1231,2431,1611,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI ÖVEÇLER,BOŞANDI,104.0,38.0,66.0,2009,MERKEZ
6,1231,2431,1611,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YUKARI ÖVEÇLER,EŞİ ÖLDÜ,101.0,,,2009,MERKEZ
6,1231,2431,1612,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YÜCETEPE,HİÇ EVLENMEDİ,1409.0,767.0,642.0,2009,MERKEZ
6,1231,2431,1612,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YÜCETEPE,EVLİ,2690.0,1337.0,1353.0,2009,MERKEZ
6,1231,2431,1612,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YÜCETEPE,BOŞANDI,278.0,99.0,179.0,2009,MERKEZ
6,1231,2431,1612,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,YÜCETEPE,EŞİ ÖLDÜ,379.0,30.0,349.0,2009,MERKEZ
6,1231,2431,1613,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ZAFERTEPE,HİÇ EVLENMEDİ,763.0,471.0,292.0,2009,MERKEZ
6,1231,2431,1613,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ZAFERTEPE,EVLİ,1605.0,793.0,812.0,2009,MERKEZ
6,1231,2431,1613,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ZAFERTEPE,BOŞANDI,136.0,53.0,83.0,2009,MERKEZ
6,1231,2431,1613,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ZAFERTEPE,EŞİ ÖLDÜ,127.0,16.0,111.0,2009,MERKEZ
6,1231,2431,1535,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAMLITEPE,HİÇ EVLENMEDİ,2203.0,1210.0,993.0,2009,MERKEZ
6,1231,2431,1535,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAMLITEPE,EVLİ,3033.0,1521.0,1512.0,2009,MERKEZ
6,1231,2431,1535,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAMLITEPE,BOŞANDI,256.0,78.0,178.0,2009,MERKEZ
6,1231,2431,1535,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAMLITEPE,EŞİ ÖLDÜ,400.0,23.0,377.0,2009,MERKEZ
6,1231,2431,1536,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇANKAYA,HİÇ EVLENMEDİ,1608.0,856.0,752.0,2009,MERKEZ
6,1231,2431,1536,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇANKAYA,EVLİ,3422.0,1717.0,1705.0,2009,MERKEZ
6,1231,2431,1536,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇANKAYA,BOŞANDI,523.0,177.0,346.0,2009,MERKEZ
6,1231,2431,1536,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇANKAYA,EŞİ ÖLDÜ,534.0,51.0,483.0,2009,MERKEZ
6,1231,2431,1987,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAVUŞLU,HİÇ EVLENMEDİ,81.0,49.0,32.0,2009,MERKEZ
6,1231,2431,1987,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAVUŞLU,EVLİ,222.0,116.0,106.0,2009,MERKEZ
6,1231,2431,1987,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAVUŞLU,BOŞANDI,,,,2009,MERKEZ
6,1231,2431,1987,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇAVUŞLU,EŞİ ÖLDÜ,19.0,,,2009,MERKEZ
6,1231,2431,1538,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇUKURAMBAR,HİÇ EVLENMEDİ,3240.0,1732.0,1508.0,2009,MERKEZ
6,1231,2431,1538,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇUKURAMBAR,EVLİ,6684.0,3324.0,3360.0,2009,MERKEZ
6,1231,2431,1538,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇUKURAMBAR,BOŞANDI,267.0,101.0,166.0,2009,MERKEZ
6,1231,2431,1538,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇUKURAMBAR,EŞİ ÖLDÜ,261.0,34.0,227.0,2009,MERKEZ
6,1231,2431,1563,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇİĞDEM,HİÇ EVLENMEDİ,3735.0,2074.0,1661.0,2009,MERKEZ
6,1231,2431,1563,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇİĞDEM,EVLİ,8219.0,4085.0,4134.0,2009,MERKEZ
6,1231,2431,1563,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇİĞDEM,BOŞANDI,616.0,201.0,415.0,2009,MERKEZ
6,1231,2431,1563,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÇİĞDEM,EŞİ ÖLDÜ,508.0,56.0,452.0,2009,MERKEZ
6,1231,2431,1594,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖN CEBECİ,HİÇ EVLENMEDİ,1788.0,920.0,868.0,2009,MERKEZ
6,1231,2431,1594,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖN CEBECİ,EVLİ,2500.0,1226.0,1274.0,2009,MERKEZ
6,1231,2431,1594,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖN CEBECİ,BOŞANDI,299.0,87.0,212.0,2009,MERKEZ
6,1231,2431,1594,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖN CEBECİ,EŞİ ÖLDÜ,373.0,34.0,339.0,2009,MERKEZ
6,1231,2431,1595,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖVEÇLER,HİÇ EVLENMEDİ,2206.0,1233.0,973.0,2009,MERKEZ
6,1231,2431,1595,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖVEÇLER,EVLİ,4777.0,2396.0,2381.0,2009,MERKEZ
6,1231,2431,1595,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖVEÇLER,BOŞANDI,314.0,82.0,232.0,2009,MERKEZ
6,1231,2431,1595,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÖVEÇLER,EŞİ ÖLDÜ,300.0,29.0,271.0,2009,MERKEZ
6,1231,2431,1592,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÜNİVERSİTELER,HİÇ EVLENMEDİ,8335.0,4550.0,3785.0,2009,MERKEZ
6,1231,2431,1592,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÜNİVERSİTELER,EVLİ,5066.0,2499.0,2567.0,2009,MERKEZ
6,1231,2431,1592,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÜNİVERSİTELER,BOŞANDI,360.0,119.0,241.0,2009,MERKEZ
6,1231,2431,1592,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ÜNİVERSİTELER,EŞİ ÖLDÜ,233.0,34.0,199.0,2009,MERKEZ
6,1231,2431,1558,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLERİ,HİÇ EVLENMEDİ,1645.0,970.0,675.0,2009,MERKEZ
6,1231,2431,1558,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLERİ,EVLİ,2310.0,1154.0,1156.0,2009,MERKEZ
6,1231,2431,1558,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLERİ,BOŞANDI,263.0,92.0,171.0,2009,MERKEZ
6,1231,2431,1558,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLERİ,EŞİ ÖLDÜ,334.0,38.0,296.0,2009,MERKEZ
6,1231,2431,1559,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKADIM,HİÇ EVLENMEDİ,3456.0,1885.0,1571.0,2009,MERKEZ
6,1231,2431,1559,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKADIM,EVLİ,6723.0,3364.0,3359.0,2009,MERKEZ
6,1231,2431,1559,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKADIM,BOŞANDI,706.0,264.0,442.0,2009,MERKEZ
6,1231,2431,1559,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKADIM,EŞİ ÖLDÜ,636.0,64.0,572.0,2009,MERKEZ
6,1231,2431,1598,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKBAHAR,HİÇ EVLENMEDİ,1234.0,668.0,566.0,2009,MERKEZ
6,1231,2431,1598,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKBAHAR,EVLİ,2514.0,1254.0,1260.0,2009,MERKEZ
6,1231,2431,1598,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKBAHAR,BOŞANDI,231.0,78.0,153.0,2009,MERKEZ
6,1231,2431,1598,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKBAHAR,EŞİ ÖLDÜ,157.0,19.0,138.0,2009,MERKEZ
6,1231,2431,1560,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKER,HİÇ EVLENMEDİ,656.0,367.0,289.0,2009,MERKEZ
6,1231,2431,1560,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKER,EVLİ,1437.0,712.0,725.0,2009,MERKEZ
6,1231,2431,1560,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKER,BOŞANDI,73.0,27.0,46.0,2009,MERKEZ
6,1231,2431,1560,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İLKER,EŞİ ÖLDÜ,94.0,,,2009,MERKEZ
6,1231,2431,1561,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İNCESU,HİÇ EVLENMEDİ,1662.0,818.0,844.0,2009,MERKEZ
6,1231,2431,1561,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İNCESU,EVLİ,1849.0,931.0,918.0,2009,MERKEZ
6,1231,2431,1561,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İNCESU,BOŞANDI,209.0,78.0,131.0,2009,MERKEZ
6,1231,2431,1561,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İNCESU,EŞİ ÖLDÜ,259.0,33.0,226.0,2009,MERKEZ
6,1231,2431,1562,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İŞÇİ BLOKLARI,HİÇ EVLENMEDİ,6275.0,3481.0,2794.0,2009,MERKEZ
6,1231,2431,1562,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İŞÇİ BLOKLARI,EVLİ,9526.0,4770.0,4756.0,2009,MERKEZ
6,1231,2431,1562,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İŞÇİ BLOKLARI,BOŞANDI,850.0,258.0,592.0,2009,MERKEZ
6,1231,2431,1562,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,İŞÇİ BLOKLARI,EŞİ ÖLDÜ,961.0,96.0,865.0,2009,MERKEZ
6,1231,2431,1602,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CENGİZ KARACA,HİÇ EVLENMEDİ,1884.0,1055.0,829.0,2009,MERKEZ
6,1231,2431,1602,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CENGİZ KARACA,EVLİ,4342.0,2178.0,2164.0,2009,MERKEZ
6,1231,2431,1602,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CENGİZ KARACA,BOŞANDI,273.0,81.0,192.0,2009,MERKEZ
6,1231,2431,1602,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CENGİZ KARACA,EŞİ ÖLDÜ,269.0,22.0,247.0,2009,MERKEZ
6,1231,2431,1603,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CEVDET ÖZDEMİR,HİÇ EVLENMEDİ,2200.0,1244.0,956.0,2009,MERKEZ
6,1231,2431,1603,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CEVDET ÖZDEMİR,EVLİ,4411.0,2201.0,2210.0,2009,MERKEZ
6,1231,2431,1603,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CEVDET ÖZDEMİR,BOŞANDI,330.0,110.0,220.0,2009,MERKEZ
6,1231,2431,1603,ANKARA,ÇANKAYA,ÇANKAYA BELEDİYESİ,ŞEHİT CEVDET ÖZDEMİR,EŞİ ÖLDÜ,319.0,35.0,284.0,2009,MERKEZ
6,1130,2429,1500,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,1. SULTAN MURAT,HİÇ EVLENMEDİ,17.0,,,2008,MERKEZ
6,1130,2429,1500,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,1. SULTAN MURAT,EVLİ,67.0,35.0,32.0,2008,MERKEZ
6,1130,2429,1500,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,1. SULTAN MURAT,BOŞANDI,,,,2008,MERKEZ
6,1130,2429,1500,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,1. SULTAN MURAT,EŞİ ÖLDÜ,,,,2008,MERKEZ
6,1130,2429,1443,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AHİLER,HİÇ EVLENMEDİ,1944.0,1017.0,927.0,2008,MERKEZ
6,1130,2429,1443,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AHİLER,EVLİ,4063.0,2024.0,2039.0,2008,MERKEZ
6,1130,2429,1443,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AHİLER,BOŞANDI,418.0,144.0,274.0,2008,MERKEZ
6,1130,2429,1443,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AHİLER,EŞİ ÖLDÜ,502.0,51.0,451.0,2008,MERKEZ
6,1130,2429,1444,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AKTAŞ,HİÇ EVLENMEDİ,1020.0,638.0,382.0,2008,MERKEZ
6,1130,2429,1444,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AKTAŞ,EVLİ,2192.0,1092.0,1100.0,2008,MERKEZ
6,1130,2429,1444,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AKTAŞ,BOŞANDI,147.0,82.0,65.0,2008,MERKEZ
6,1130,2429,1444,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AKTAŞ,EŞİ ÖLDÜ,204.0,22.0,182.0,2008,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALEMDAĞ,HİÇ EVLENMEDİ,1727.0,1025.0,702.0,2008,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALEMDAĞ,EVLİ,5245.0,2612.0,2633.0,2008,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALEMDAĞ,BOŞANDI,169.0,66.0,103.0,2008,MERKEZ
6,1130,2429,1445,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALEMDAĞ,EŞİ ÖLDÜ,336.0,46.0,290.0,2008,MERKEZ
6,1130,2429,1512,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA KARAKÖY,HİÇ EVLENMEDİ,63.0,29.0,34.0,2008,MERKEZ
6,1130,2429,1512,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA KARAKÖY,EVLİ,158.0,78.0,80.0,2008,MERKEZ
6,1130,2429,1512,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA KARAKÖY,BOŞANDI,,,,2008,MERKEZ
6,1130,2429,1512,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA KARAKÖY,EŞİ ÖLDÜ,,,,2008,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA ORHANGAZİ,HİÇ EVLENMEDİ,32.0,,,2008,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA ORHANGAZİ,EVLİ,109.0,57.0,52.0,2008,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA ORHANGAZİ,BOŞANDI,,,,2008,MERKEZ
6,1130,2429,1509,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINOVA ORHANGAZİ,EŞİ ÖLDÜ,,,,2008,MERKEZ
6,1130,2429,1447,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINPARK,HİÇ EVLENMEDİ,1002.0,552.0,450.0,2008,MERKEZ
6,1130,2429,1447,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINPARK,EVLİ,2659.0,1324.0,1335.0,2008,MERKEZ
6,1130,2429,1447,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINPARK,BOŞANDI,153.0,61.0,92.0,2008,MERKEZ
6,1130,2429,1447,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALTINPARK,EŞİ ÖLDÜ,204.0,,,2008,MERKEZ
6,1130,2429,1446,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALİ ERSOY,HİÇ EVLENMEDİ,1362.0,795.0,567.0,2008,MERKEZ
6,1130,2429,1446,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALİ ERSOY,EVLİ,3402.0,1701.0,1701.0,2008,MERKEZ
6,1130,2429,1446,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALİ ERSOY,BOŞANDI,183.0,73.0,110.0,2008,MERKEZ
6,1130,2429,1446,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ALİ ERSOY,EŞİ ÖLDÜ,297.0,35.0,262.0,2008,MERKEZ
6,1130,2429,1448,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ANAFARTALAR,HİÇ EVLENMEDİ,281.0,189.0,92.0,2008,MERKEZ
6,1130,2429,1448,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ANAFARTALAR,EVLİ,430.0,220.0,210.0,2008,MERKEZ
6,1130,2429,1448,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ANAFARTALAR,BOŞANDI,92.0,66.0,26.0,2008,MERKEZ
6,1130,2429,1448,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ANAFARTALAR,EŞİ ÖLDÜ,47.0,,,2008,MERKEZ
6,1130,2429,1449,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ATİLLA,HİÇ EVLENMEDİ,1171.0,727.0,444.0,2008,MERKEZ
6,1130,2429,1449,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ATİLLA,EVLİ,2559.0,1276.0,1283.0,2008,MERKEZ
6,1130,2429,1449,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ATİLLA,BOŞANDI,165.0,74.0,91.0,2008,MERKEZ
6,1130,2429,1449,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,ATİLLA,EŞİ ÖLDÜ,249.0,43.0,206.0,2008,MERKEZ
6,1130,2429,1501,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINCIK,HİÇ EVLENMEDİ,40.0,23.0,17.0,2008,MERKEZ
6,1130,2429,1501,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINCIK,EVLİ,138.0,69.0,69.0,2008,MERKEZ
6,1130,2429,1501,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINCIK,BOŞANDI,,,,2008,MERKEZ
6,1130,2429,1501,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINCIK,EŞİ ÖLDÜ,18.0,,,2008,MERKEZ
6,1130,2429,1450,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINLIKEVLER,HİÇ EVLENMEDİ,3805.0,1950.0,1855.0,2008,MERKEZ
6,1130,2429,1450,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINLIKEVLER,EVLİ,7299.0,3651.0,3648.0,2008,MERKEZ
6,1130,2429,1450,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINLIKEVLER,BOŞANDI,732.0,273.0,459.0,2008,MERKEZ
6,1130,2429,1450,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,AYDINLIKEVLER,EŞİ ÖLDÜ,881.0,82.0,799.0,2008,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,HİÇ EVLENMEDİ,315.0,183.0,132.0,2008,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,EVLİ,949.0,469.0,480.0,2008,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,BOŞANDI,24.0,,,2008,MERKEZ
6,1130,2429,1452,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BARAJ,EŞİ ÖLDÜ,39.0,,,2008,MERKEZ
6,1130,2429,1454,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,HİÇ EVLENMEDİ,1366.0,812.0,554.0,2008,MERKEZ
6,1130,2429,1454,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,EVLİ,4288.0,2128.0,2160.0,2008,MERKEZ
6,1130,2429,1454,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,BOŞANDI,188.0,78.0,110.0,2008,MERKEZ
6,1130,2429,1454,ANKARA,ALTINDAĞ,ALTINDAĞ BELEDİYESİ,BATTALGAZİ,EŞİ ÖLDÜ,286.0,37.0,249.0,2008,MERKEZ
