No,Yapı,Koordinat,Ada/Parsel,Adres,İşlev,Kat Sayısı,Tescil Bilgisi,Yapım Yılı,Mimarı,Değişmişlik Durumu,Foto,Açıklama,lat,lon,Mahalle,bölge
3_11_44,,"39.92015311348433, 32.86490668330651",5331-11-01 00:00:00,"Seyranbağları, İncesu Cd. No:14, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92015311348433,32.86490668330651,SEYRANBAĞLARI,3
3_11_45,,"39.920058487183844, 32.8651480820966",5331-12-01 00:00:00,"Seyranbağları, İncesu Cd. No:16, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.920058487183844,32.8651480820966,SEYRANBAĞLARI,3
3_11_46,,"39.91995408339985, 32.86535981515912",5331/13,"Seyranbağları, İncesu Cd. No:18, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.91995408339985,32.86535981515912,SEYRANBAĞLARI,3
3_11_47,,"39.91979167808563, 32.865493512486985",5331/14,"Seyranbağları, İncesu Cd. No:20, 06660 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.91979167808563,32.865493512486985,SEYRANBAĞLARI,3
3_11_48,,"39.91959408352967, 32.8657444998322",5331/39,"Seyranbağları, Kirazlı Sk. No:14, 06660 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.91959408352967,32.8657444998322,SEYRANBAĞLARI,3
3_11_49,,"39.91956939822026, 32.86533680404719",5331/17,"Seyranbağları, Kuyucak Sk. No:19, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.91956939822026,32.86533680404719,SEYRANBAĞLARI,3
3_11_50,,"39.919713395733034, 32.86507662976333",5331/18,"Seyranbağları, Kuyucak Sk. No:17, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.919713395733034,32.86507662976333,SEYRANBAĞLARI,3
3_11_51,,"39.919851221640165, 32.86490765058928",5331/19,"Seyranbağları, Kuyucak Sk. No:15, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.919851221640165,32.86490765058928,SEYRANBAĞLARI,3
3_11_52,,"39.91999727565697, 32.86475208246079",5331/20,"Seyranbağları, Kuyucak Sk. No:13, 06660 Çankaya/Ankara",Konut,3.0,Değil,,,,,,39.91999727565697,32.86475208246079,SEYRANBAĞLARI,3
3_11_53,,"39.92000344695034, 32.864467768322676",5331/21,"Seyranbağları, Kuyucak Sk. No:11, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92000344695034,32.864467768322676,SEYRANBAĞLARI,3
3_11_54,,"39.92013956845469, 32.86434089981333",5331/22,"Seyranbağları, Kuyucak Sk. No:9, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92013956845469,32.86434089981333,SEYRANBAĞLARI,3
3_11_55,,"39.9203456516268, 32.86428520098997",5331/38,"Seyranbağları, Kuyucak Sk. No:5, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.9203456516268,32.86428520098997,SEYRANBAĞLARI,3
3_11_56,,"39.92057006994549, 32.863928762832614",5331/25,"Seyranbağları, Kuyucak Sk. No:3, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92057006994549,32.863928762832614,SEYRANBAĞLARI,3
3_11_57,,"39.921046936656886, 32.86357365103834",5331/28,"Seyranbağları, Libya Cd. No:7, 06660 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.921046936656886,32.86357365103834,SEYRANBAĞLARI,3
3_11_58,,"39.921199798220215, 32.8634615151591",5331/37,"Seyranbağları, Libya Cd. No:5, 06660 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.921199798220215,32.8634615151591,SEYRANBAĞLARI,3
3_11_59,,"39.92142462581524, 32.86353168202245",5331/32,"Seyranbağları, Libya Cd. No:3, 06660 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.92142462581524,32.86353168202245,SEYRANBAĞLARI,3
3_11_60,,"39.9200772423223, 32.86322054577336",5360-01-01 00:00:00,"Tınaztepe, Libya Cd. No:9, 06660 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.9200772423223,32.86322054577336,TINAZTEPE,3
3_11_61,,"39.9198406760761, 32.8631742776656",5360-02-01 00:00:00,"Tınaztepe, Libya Cd. No:11, 06660 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,39.9198406760761,32.8631742776656,TINAZTEPE,3
3_11_63,,"39.91963609765567, 32.8631989435681",5360-06-01 00:00:00,"Tınaztepe, Libya Cd. No:13, 06660 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.91963609765567,32.8631989435681,TINAZTEPE,3
3_11_64,,"39.91940069201774, 32.86319332883561",5360-06-01 00:00:00,"Tınaztepe, Libya Cd. No:13, 06660 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,39.91940069201774,32.86319332883561,TINAZTEPE,3
3_11_65,,"39.91939152996674, 32.86318057551397",5360-06-01 00:00:00,"Tınaztepe, Libya Cd. No:15, 06660 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,39.91939152996674,32.86318057551397,TINAZTEPE,3
3_11_66,,"39.91963488640422, 32.863655741821916",5330-10-01 00:00:00,"Seyranbağları, Serpil Sk. No:1, 06660 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.91963488640422,32.863655741821916,SEYRANBAĞLARI,3
3_11_67,,"39.91977131405326, 32.86381547497555",5330-09-01 00:00:00,"Seyranbağları, Serpil Sk. No:3, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.91977131405326,32.86381547497555,SEYRANBAĞLARI,3
3_11_68,,"39.91976685248562, 32.86402006248063",5330-05-01 00:00:00,"Seyranbağları, Serpil Sk. No:5, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,39.91976685248562,32.86402006248063,SEYRANBAĞLARI,3
3_11_69,,"39.91980679711047, 32.86421075748623",5330-04-01 00:00:00,"Seyranbağları, Kuyucak Sk. No:8, 06660 Çankaya/Ankara",Konut,8.0,Değil,,,,,,39.91980679711047,32.86421075748623,SEYRANBAĞLARI,3
3_11_70,,"39.92008861955788, 32.86395326541225",5330-03-01 00:00:00,"Seyranbağları, Kuyucak Sk. No:6, 06660 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92008861955788,32.86395326541225,SEYRANBAĞLARI,3
3_11_71,,"39.92015331135137, 32.86380009981329",5330-02-01 00:00:00,"Seyranbağları, Kuyucak Sk. No:4, 06660 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92015331135137,32.86380009981329,SEYRANBAĞLARI,3
3_11_72,,"39.920375150225475, 32.86375455637907",5330-01-01 00:00:00,"Seyranbağları, Kuyucak Sk. No:2, 06660 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.920375150225475,32.86375455637907,SEYRANBAĞLARI,3
3_11_73,,"39.92010805531356, 32.863698175867036",5330-02-01 00:00:00,"Seyranbağları, Bağlar Cd. No:3, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92010805531356,32.863698175867036,SEYRANBAĞLARI,3
3_11_74,,"39.91994348765133, 32.86365794273036",5330-11-01 00:00:00,"Seyranbağları, Bağlar Cd. No:5, 06660 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.91994348765133,32.86365794273036,SEYRANBAĞLARI,3
3-10-1,,"39.922395079886336, 32.87081675520508",8137/16,"İleri, Tuzcular Sk. No:2, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.922395079886336,32.87081675520508,İLERİ,3
3-10-2,,"39.92258026592127, 32.87042640035731",8137/15,"İleri, Kıbrıs Cd. No:56, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.92258026592127,32.87042640035731,İLERİ,3
3-10-3,,"39.92269176586607, 32.87032523593193",8137/14,"İleri, Kıbrıs Cd. No:54, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92269176586607,32.87032523593193,İLERİ,3
3-10-4,,"39.922820479765456, 32.870188582604854",8137/13,"İleri, Kıbrıs Cd. No:52, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.922820479765456,32.870188582604854,İLERİ,3
3-10-5,,"39.922923794594155, 32.87013409357053",8137/32,"İleri, Kıbrıs Cd. No:50, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.922923794594155,32.87013409357053,İLERİ,3
3-10-6,,"39.92305947963912, 32.86997227155491",8137/31,"İleri, Kıbrıs Cd. No:48, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92305947963912,32.86997227155491,İLERİ,3
3-10-7,,"39.92318130851812, 32.86989295370051",8137/10,"İleri, Kıbrıs Cd. No:46, 06590 Çankaya/Ankara",Boş Arsa,,,,,,,,39.92318130851812,32.86989295370051,İLERİ,3
3-10-8,,"39.92328636546067, 32.86976227150541",8137/9,"İleri, Kıbrıs Cd. No:44, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92328636546067,32.86976227150541,İLERİ,3
3-10-9,,"39.92339119428117, 32.86968272916135",8137/8,"İleri, Kıbrıs Cd. No:42, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92339119428117,32.86968272916135,İLERİ,3
3-10-10,,"39.923511549486435, 32.869555417502696",8137/7,"İleri, Kıbrıs Cd. No:40, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.923511549486435,32.869555417502696,İLERİ,3
3-10-11,,"39.92364630812195, 32.86938004699447",8137/6,"İleri, Kıbrıs Cd. No:38, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92364630812195,32.86938004699447,İLERİ,3
3-10-12,,"39.92379085097164, 32.869302058026456",8137/5,"İleri, Kıbrıs Cd. No:36, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.92379085097164,32.869302058026456,İLERİ,3
3-10-13,,"39.923906621907925, 32.8691732470304",8137/4,"İleri, Kıbrıs Cd. No:34, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.923906621907925,32.8691732470304,İLERİ,3
3-10-14,,"39.92413246916064, 32.86982102606472",8137/3,"Ön Cebeci, Dede Efendi Cd. 44, 06600 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.92413246916064,32.86982102606472,ÖN CEBECİ,3
3-10-15,,"39.92379329227315, 32.86906819331587",8137/2,"Ön Cebeci, Dede Efendi Cd. 42, 06600 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92379329227315,32.86906819331587,ÖN CEBECİ,3
3-10-16,,"39.923672689044736, 32.86871761146409",8137/33,"İleri, Mektep Sokağı No:1, 06530 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.923672689044736,32.86871761146409,İLERİ,3
3-10-17,,"39.92372215792042, 32.86879650624893",8137/28,"İleri, Mektep Sokağı No:3, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.92372215792042,32.86879650624893,İLERİ,3
3-10-18,,"39.923593930299305, 32.86906080597965",8137/27,"İleri, Mektep Sokağı No:5, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.923593930299305,32.86906080597965,İLERİ,3
3-10-19,,"39.9234468022926, 32.869236463495895",8137/26,"İleri, Mektep Sokağı No:7, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.9234468022926,32.869236463495895,İLERİ,3
3-10-20,,"39.92323327543391, 32.86926867655311",8137/25,"İleri, Mektep Sokağı No:9, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92323327543391,32.86926867655311,İLERİ,3
3-10-21,,"39.92312130339618, 32.86943713460662",8137/24,"İleri, Mektep Sokağı No:11, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92312130339618,32.86943713460662,İLERİ,3
3-10-22,,"39.92307220353571, 32.86955613461632",8137/23,"İleri, Mektep Sokağı No:13, 06530 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92307220353571,32.86955613461632,İLERİ,3
3-10-23,,"39.922985976083844, 32.869666776556855",8137/22,"İleri, Mektep Sokağı No:15, 06530 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.922985976083844,32.869666776556855,İLERİ,3
3-10-24,,"39.922863847918705, 32.869820434071244",8137/21,"İleri, Mektep Sokağı No:17, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.922863847918705,32.869820434071244,İLERİ,3
3-10-25,,"39.92278830370881, 32.87002882130259",8137/20,"İleri, Mektep Sokağı No:19, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92278830370881,32.87002882130259,İLERİ,3
3-10-26,,"39.9227268605124, 32.87013946404706",8137/19,"İleri, Mektep Sokağı No:21, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.9227268605124,32.87013946404706,İLERİ,3
3-10-27,,"39.922527276694154, 32.8702936632364",8137/18,"İleri, Mektep Sokağı No:23, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.922527276694154,32.8702936632364,İLERİ,3
3-10-28,,"39.9224331332405, 32.87046356377468",8137/17,"İleri, Mektep Sokağı No:25, 06530 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.9224331332405,32.87046356377468,İLERİ,3
3-10-29,,"39.922042081275805, 32.87019422847165",8136/15,"İleri, Mektep Sokağı No:26, 06530 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.922042081275805,32.87019422847165,İLERİ,3
3-10-30,,"39.92211315224576, 32.87006058927781",8136/14,"İleri, Mektep Sokağı No:24, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.92211315224576,32.87006058927781,İLERİ,3
3-10-31,,"39.922211323255915, 32.869889753733894",8136/13,"İleri, Mektep Sokağı No:22, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.922211323255915,32.869889753733894,İLERİ,3
3-10-32,,"39.922323166079664, 32.869770964782624",8136/12,"İleri, Mektep Sokağı No:20, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.922323166079664,32.869770964782624,İLERİ,3
3-10-33,,"39.92243226596178, 32.86949271142326",8136/34,"İleri, Mektep Sokağı No:18, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92243226596178,32.86949271142326,İLERİ,3
3-10-34,,"39.922634737746165, 32.869335829139814",8136/9,"İleri, Mektep Sokağı No:16, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.922634737746165,32.869335829139814,İLERİ,3
3-10-35,,"39.922783899145514, 32.86913440348776",8136/8,"İleri, Mektep Sokağı No:14, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.922783899145514,32.86913440348776,İLERİ,3
3-10-36,,"39.92288509113849, 32.86901940265904",8136/7,"İleri, Mektep Sokağı No:12, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92288509113849,32.86901940265904,İLERİ,3
3-10-37,,"39.92305389788346, 32.86885669462778",8136/6,"İleri, Mektep Sokağı No:10, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.92305389788346,32.86885669462778,İLERİ,3
3-10-38,,"39.92319513979021, 32.86875603040031",8136/31,"İleri, Mektep Sokağı No:8, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92319513979021,32.86875603040031,İLERİ,3
3-10-39,,"39.92330208364813, 32.86870836569227",8136/31,"İleri, Mektep Sokağı No:6, 06530 Çankaya/Ankara",Konut,4.0,,,,,,,39.92330208364813,32.86870836569227,İLERİ,3
3-10-40,,"39.923389967555124, 32.86856586609603",8136/3,"İleri, Mektep Sokağı No:4, 06530 Çankaya/Ankara",Konut,3.0,,,,,,,39.923389967555124,32.86856586609603,İLERİ,3
3-10-41,,"39.92351506933716, 32.868442330058315",8136/2,"İleri, Mektep Sokağı No:2, 06530 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92351506933716,32.868442330058315,İLERİ,3
3-10-42,,"39.923503926938025, 32.868244699015136",8136/1,"İleri, Dede Efendi Cd. No:36, 06590 Çankaya/Ankara",Konut,7.0,,,,,,,39.923503926938025,32.868244699015136,İLERİ,3
3-10-43,,"39.923255135200215, 32.86831080979874",8136/29,"İleri, Berdan Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.923255135200215,32.86831080979874,İLERİ,3
3-10-44,,"39.92314714942373, 32.86845708210094",8136/28,"İleri, Berdan Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92314714942373,32.86845708210094,İLERİ,3
3-10-45,,"39.92302053995114, 32.868553659258126",8136/27,"İleri, Berdan Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92302053995114,32.868553659258126,İLERİ,3
3-10-46,,"39.922829240392666, 32.86863916596577",8136/26,"İleri, Berdan Sk. No:9, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.922829240392666,32.86863916596577,İLERİ,3
3-10-47,,"39.92278451238119, 32.86880186582864",8136/25,"İleri, Berdan Sk. No:11, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92278451238119,32.86880186582864,İLERİ,3
3-10-48,,"39.9226046267264, 32.8687925014617",8136/24,"İleri, Berdan Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.9226046267264,32.8687925014617,İLERİ,3
3-10-49,,"39.9225266189606, 32.86901638323821",8136/23,"İleri, Berdan Sk. No:15, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.9225266189606,32.86901638323821,İLERİ,3
3-10-50,,"39.922384636308564, 32.86913142651598",8136/22,"İleri, Berdan Sk. No:17, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.922384636308564,32.86913142651598,İLERİ,3
3-10-51,,"39.92227101288414, 32.86930792355568",8136/21,"İleri, Berdan Sk. No:19, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92227101288414,32.86930792355568,İLERİ,3
3-10-52,,"39.92212144130177, 32.869346559259824",8136/20,"İleri, Berdan Sk. No:21, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92212144130177,32.869346559259824,İLERİ,3
3-10-53,,"39.92202121328083, 32.869522759129644",8136/19,"İleri, Berdan Sk. No:23, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92202121328083,32.869522759129644,İLERİ,3
3-10-54,,"39.92192242771084, 32.86965550146641",8136/18,"İleri, Tuzcular Sk. No:12, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.92192242771084,32.86965550146641,İLERİ,3
3-10-55,,"39.9218913278091, 32.86980433702774",8136/17,"İleri, Tuzcular Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.9218913278091,32.86980433702774,İLERİ,3
3-10-56,,"39.92190392768585, 32.87005776589842",8136/16,"İleri, Tuzcular Sk. No:8, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,,,,,,,39.92190392768585,32.87005776589842,İLERİ,3
3-9-1,,"39.92305879480953, 32.86799142861535",8135/3,"İleri, Berdan Sk. No:2, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.92305879480953,32.86799142861535,İLERİ,3
3-9-2,,"39.92289345161902, 32.867970229174205",8135/4,"İleri, Berdan Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92289345161902,32.867970229174205,İLERİ,3
3-9-3,,"39.92276587981944, 32.86804760039262",8135/5,"İleri, Berdan Sk. No:6, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92276587981944,32.86804760039262,İLERİ,3
3-9-4,,"39.92264375183353, 32.868179800325045",8135/6,"İleri, Berdan Sk. No:8, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92264375183353,32.868179800325045,İLERİ,3
3-9-5,,"39.92258263035279, 32.868381937486525",8135/7,"İleri, Berdan Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92258263035279,32.868381937486525,İLERİ,3
3-9-6,,"39.92243406607453, 32.86838927152179",8135/8,"İleri, Berdan Sk. No:12, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92243406607453,32.86838927152179,İLERİ,3
3-9-7,,"39.92237839956895, 32.86866122307128",8135/16,"İleri, Berdan Sk. No:14, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,,,,,,,39.92237839956895,32.86866122307128,İLERİ,3
3-9-8,,"39.92234143794965, 32.86851366473177",8135/17,"İleri, Kımız Sk. No:19, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92234143794965,32.86851366473177,İLERİ,3
3-9-9,,"39.92219350919098, 32.8682230359153",8135/10,"İleri, Kımız Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.92219350919098,32.8682230359153,İLERİ,3
3-9-10,,"39.92234083309909, 32.86814952156679",8135/11,"İleri, Altay Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92234083309909,32.86814952156679,İLERİ,3
3-9-11,,"39.922401496915896, 32.867985520295626",8135/12,"İleri, Altay Sk. No:9, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.922401496915896,32.867985520295626,İLERİ,3
3-9-12,,"39.92242023791396, 32.867741982504526",8135/13,"İleri, Altay Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92242023791396,32.867741982504526,İLERİ,3
3-9-13,,"39.922564365895155, 32.86765914699652",8135/14,"İleri, Altay Sk. No:5, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.922564365895155,32.86765914699652,İLERİ,3
3-9-14,,"39.92264007227318, 32.86752642507383",8135/15,"İleri, Altay Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92264007227318,32.86752642507383,İLERİ,3
3-9-15,,"39.92300810114576, 32.867405540477414",8135/1,"İleri, Dede Efendi Cd. No:30, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92300810114576,32.867405540477414,İLERİ,3
3-9-16,,"39.9229657024009, 32.867641832318405",8135/2,"İleri, Dede Efendi Cd. No:32, 06590 Çankaya/Ankara",Konut,6.0,,,,,,,39.9229657024009,32.867641832318405,İLERİ,3
3-9-17,,"39.922542365922155, 32.86715136478297",8134/14,"İleri, Dede Efendi Cd. No:28, 06590 Çankaya/Ankara",Konut,6.0,,,,,,,39.922542365922155,32.86715136478297,İLERİ,3
3-9-18,,"39.922400432870745, 32.867255969840926",8134/3,"İleri, Altay Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.922400432870745,32.867255969840926,İLERİ,3
3-9-19,,"39.92228729628946, 32.86738739858261",8134/4,"İleri, Altay Sk. No:6, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92228729628946,32.86738739858261,İLERİ,3
3-9-20,,"39.92214406617083, 32.86753471142329",8134/5,"İleri, Altay Sk. No:8, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92214406617083,32.86753471142329,İLERİ,3
3-9-21,,"39.92199516357448, 32.867686836082946",8134/6,"İleri, Altay Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92199516357448,32.867686836082946,İLERİ,3
3-9-22,,"39.92194724406159, 32.867701647307086",8134/7,"İleri, Kımız Sk. No:13, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92194724406159,32.867701647307086,İLERİ,3
3-9-23,,"39.92192242337365, 32.86753321143916",8134/8,"İleri, Kımız Sk. No:11, 06590 Çankaya/Ankara",Konut,3.0,,,,,,,39.92192242337365,32.86753321143916,İLERİ,3
3-9-24,,"39.921830623505464, 32.867192700391165",8134/9,"İleri, 9 Eylül Sk. No:7, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.921830623505464,32.867192700391165,İLERİ,3
3-9-25,,"39.922080409228975, 32.86719128255417",8134/10,"İleri, 9 Eylül Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.922080409228975,32.86719128255417,İLERİ,3
3-9-26,,"39.92223915209969, 32.86707850032212",8134/11,"İleri, 9 Eylül Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92223915209969,32.86707850032212,İLERİ,3
3-9-27,,"39.92241379501885, 32.866928189246586",8134/1,"İleri, 9 Eylül Sk. No:1, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92241379501885,32.866928189246586,İLERİ,3
3-8-1,,"39.92230033931237, 32.866542165509706",8133/3,"İncesu, Dede Efendi Cd. No:22, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92230033931237,32.866542165509706,İNCESU,3
3-8-2,,"39.92216829438042, 32.86662613601494",8133/4,"İncesu, 9 Eylül Sk. No:4, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92216829438042,32.86662613601494,İNCESU,3
3-8-3,,"39.922031525917006, 32.86671579414334",8133/5,"İncesu, 9 Eylül Sk. No:6, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.922031525917006,32.86671579414334,İNCESU,3
3-8-4,,"39.92182920651996, 32.86681370057154",8133/6,"İncesu, 9 Eylül Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92182920651996,32.86681370057154,İNCESU,3
3-8-5,,"39.92166443101787, 32.866868092359894",8133/7,"İncesu, 9 Eylül Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92166443101787,32.866868092359894,İNCESU,3
3-8-6,,"39.92150681564013, 32.86650074173864",8133/8,"İncesu, Azak Sk. No:9, 06590 Çankaya/Ankara",Konut,5.0,,,,,,,39.92150681564013,32.86650074173864,İNCESU,3
3-8-7,,"39.92168516082777, 32.86640044267201",8133/12,"İncesu, Azak Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92168516082777,32.86640044267201,İNCESU,3
3-8-8,,"39.92176332837294, 32.86625560359966",8133/12,"İncesu, Azak Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92176332837294,32.86625560359966,İNCESU,3
3-8-9,,"39.921919663532755, 32.86628510771711",8133/11,"İncesu, Azak Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.921919663532755,32.86628510771711,İNCESU,3
3-8-10,,"39.92209242330805, 32.86613110037362",8133/1,"İncesu kollej, Dede Efendi Cd. No:18, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,,,,,,,39.92209242330805,32.86613110037362,İNCESU,3
3-8-11,,"39.9221397342107, 32.86630276254032",8133/2,"İncesu kollej, Dede Efendi Cd. No:20, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.9221397342107,32.86630276254032,İNCESU,3
3-8-12,,"39.92198361912036, 32.8658157115896",8132/4,"İncesu, Dede Efendi Cd. No:16, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92198361912036,32.8658157115896,İNCESU,3
3-8-13,,"39.92178357349449, 32.86588846330885",8132/5,"İncesu, Azak Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,,,,,,,39.92178357349449,32.86588846330885,İNCESU,3
